doc,sentence,word,pos,prev,next,tag
,,dan,CCONJ,saksi,keterangan,O
,,keterangan,NOUN,dan,Terdakwa,O
,,Terdakwa,PROPN,keterangan,serta,O
,,serta,CCONJ,Terdakwa,barang,O
,,barang,NOUN,serta,bukti,O
,,bukti,NOUN,barang,yang,O
,,yang,PRON,bukti,diperlihatkan,O
,,diperlihatkan,VERB,yang,dipersidangan,O
,,dipersidangan,ADV,diperlihatkan,",",O
,,",",PUNCT,dipersidangan,telah,O
,,telah,AUX,",",terdapat,O
,,terdapat,VERB,telah,fakta,O
,,fakta,NOUN,terdapat,hukum,O
,,hukum,NOUN,fakta,sebagai,O
,,sebagai,ADV,hukum,berikut,O
,,berikut,ADV,sebagai,:,O
,,:,PUNCT,berikut,1,O
,sentence: 0032358,1,NUM,:,.,O
,,.,PUNCT,1,Pada,O
,,Pada,ADP,.,hari,O
,,hari,NOUN,Pada,Senin,O
,,Senin,PROPN,hari,tanggal,O
,,tanggal,NOUN,Senin,20,O
,,20,NUM,tanggal,Agustus,O
,,Agustus,PROPN,20,2018,O
,,2018,NUM,Agustus,sekitar,O
,,sekitar,ADV,2018,pukul,O
,,pukul,NOUN,sekitar,9,O
,,9,NUM,pukul,.,O
,,.,PUNCT,9,0,O
,,0,NUM,.,Wib,O
,,Wib,PROPN,0,terdakwa,O
,,terdakwa,PROPN,Wib,Ardi,O
,,Ardi,PROPN,terdakwa,Surahman,B_DEFN
,,Surahman,PROPN,Ardi,menelpon,I_DEFN
,,menelpon,ADV,Surahman,sdr,O
,,sdr,PROPN,menelpon,.,O
,,.,PUNCT,sdr,Bagus,O
,,Bagus,PROPN,.,(,O
,,(,PUNCT,Bagus,DPO,O
,,DPO,PROPN,(,),O
,,),PUNCT,DPO,untuk,O
,,untuk,SCONJ,),memesan,O
,,memesan,VERB,untuk,barang,O
,,barang,NOUN,memesan,yang,O
,,yang,PRON,barang,di,O
,,di,ADP,yang,duga,O
,,duga,ADV,di,narkotika,O
,,narkotika,PROPN,duga,",",O
,,",",PUNCT,narkotika,lalu,O
,,lalu,ADV,",",sdr,O
,,sdr,PROPN,lalu,.,O
,,.,PUNCT,sdr,BAGUS,O
,,BAGUS,PROPN,.,menjawab,O
,,menjawab,VERB,BAGUS,tar,O
,,tar,NOUN,menjawab,ada,O
,,ada,ADV,tar,yang,O
,,yang,PRON,ada,mengantar,O
,,mengantar,VERB,yang,dan,O
,,dan,CCONJ,mengantar,pada,O
,,pada,ADP,dan,hari,O
,,hari,NOUN,pada,Senin,O
,,Senin,PROPN,hari,20,O
,,20,NUM,Senin,Agustus,O
,,Agustus,PROPN,20,sekitar,O
,,sekitar,ADV,Agustus,pukul,O
,,pukul,NOUN,sekitar,18,O
,,18,NUM,pukul,.,O
,,.,PUNCT,18,30,O
,,30,NUM,.,Wib,O
,,Wib,PROPN,30,dikamar,O
,,dikamar,ADV,Wib,kost,O
,,kost,NOUN,dikamar,terdakwa,O
,,terdakwa,PROPN,kost,datang,O
,,datang,ADV,terdakwa,sdr,O
,,sdr,PROPN,datang,.,O
,,.,PUNCT,sdr,Rahmat,O
,,Rahmat,PROPN,.,Dani,O
,,Dani,PROPN,Rahmat,Lindung,O
,,Lindung,PROPN,Dani,Matua,O
,,Matua,PROPN,Lindung,alias,O
,,alias,ADV,Matua,Gembel,O
,,Gembel,PROPN,alias,(,O
,,(,PUNCT,Gembel,dalam,O
,,dalam,ADP,(,berkas,O
,,berkas,NOUN,dalam,terpisah,O
,,terpisah,ADV,berkas,),O
,,),PUNCT,terpisah,menyerahkan,O
,,menyerahkan,VERB,),1,O
,,1,NUM,menyerahkan,(,O
,,(,PUNCT,1,satu,O
,,satu,NUM,(,),O
,,),PUNCT,satu,bumgkus,O
,,bumgkus,PUNCT,),tisu,O
,,tisu,NOUN,bumgkus,yang,O
,,yang,PRON,tisu,berisi,O
,,berisi,VERB,yang,2,O
,,2,NUM,berisi,(,O
,,(,PUNCT,2,dua,O
,,dua,NUM,(,),O
,,),PUNCT,dua,bungkus,O
,,bungkus,ADV,),plastik,O
,,plastik,NOUN,bungkus,bening,O
,,bening,ADJ,plastik,yang,O
,,yang,PRON,bening,masing,O
,,masing,DET,yang,-,O
,,-,PUNCT,masing,masing,O
,,masing,DET,-,berisi,O
,,berisi,VERB,masing,kristal,O
,,kristal,NOUN,berisi,warna,O
,,warna,NOUN,kristal,putih,O
,,putih,ADJ,warna,yang,O
,,yang,PRON,putih,diduga,O
,,diduga,ADV,yang,narkotika,O
,,narkotika,PROPN,diduga,jenis,O
,,jenis,NOUN,narkotika,shabu,O
,,shabu,PROPN,jenis,tersebut,O
,,tersebut,DET,shabu,;,O
,,;,PUNCT,tersebut,2,O
,sentence: 0032359,2,NUM,;,.,O
,,.,PUNCT,2,Kemudian,O
,,Kemudian,ADV,.,pada,O
,,pada,ADP,Kemudian,hari,O
,,hari,NOUN,pada,Selasa,O
,,Selasa,PROPN,hari,tanggal,O
,,tanggal,NOUN,Selasa,21,O
,,21,NUM,tanggal,Agustus,O
,,Agustus,PROPN,21,2018,O
,,2018,NUM,Agustus,sekitar,O
,,sekitar,ADV,2018,pukul,O
,,pukul,NOUN,sekitar,9,O
,,9,NUM,pukul,.,O
,,.,PUNCT,9,0,O
,,0,NUM,.,Wib,O
,,Wib,PROPN,0,sdr,O
,,sdr,PROPN,Wib,.,O
,,.,PUNCT,sdr,Bagus,O
,,Bagus,PROPN,.,menghubungi,O
,,menghubungi,VERB,Bagus,kembali,O
,,kembali,ADV,menghubungi,terdakwa,O
,,terdakwa,PROPN,kembali,mengatakan,O
,,mengatakan,ADV,terdakwa,apakah,O
,,apakah,ADV,mengatakan,barang,O
,,barang,NOUN,apakah,sudah,O
,,sudah,ADV,barang,diterima,O
,,diterima,ADV,sudah,yang,O
,,yang,PRON,diterima,kemudian,O
,,kemudian,ADV,yang,terdakwa,O
,,terdakwa,PROPN,kemudian,menjawab,O
,,menjawab,VERB,terdakwa,sudah,O
,,sudah,ADV,menjawab,yang,O
,,yang,PRON,sudah,nganter,O
,,nganter,ADV,yang,sdr,O
,,sdr,PROPN,nganter,.,O
,,.,PUNCT,sdr,Rahmat,O
,,Rahmat,PROPN,.,Dani,O
,,Dani,PROPN,Rahmat,Lindung,O
,,Lindung,PROPN,Dani,Matua,O
,,Matua,PROPN,Lindung,alias,O
,,alias,ADV,Matua,Gembel,O
,,Gembel,PROPN,alias,lalu,O
,,lalu,ADV,Gembel,sdr,O
,,sdr,PROPN,lalu,.,O
,,.,PUNCT,sdr,Bagus,O
,,Bagus,PROPN,.,mengatakan,O
,,mengatakan,ADV,Bagus,bahwa,O
,,bahwa,SCONJ,mengatakan,harga,O
,,harga,NOUN,bahwa,2,O
,,2,NUM,harga,(,O
,,(,PUNCT,2,dua,O
,,dua,NUM,(,),O
,,),PUNCT,dua,bungkus,O
,,bungkus,ADV,),plastik,O
,,plastik,NOUN,bungkus,bening,O
,,bening,ADJ,plastik,tersebut,O
,,tersebut,DET,bening,seharga,O
,,seharga,ADV,tersebut,Rp,O
,,Rp,SYM,seharga,.,O
,,.,PUNCT,Rp,800,O
,,800,NUM,.,.,O
,,.,PUNCT,800,0,O
,,0,NUM,.,",",O
,,",",PUNCT,0,-,O
,,-,PUNCT,",",(,O
,,(,PUNCT,-,delapan,O
,,delapan,NUM,(,ratus,O
,,ratus,NUM,delapan,ribu,O
,,ribu,NUM,ratus,rupiah,O
,,rupiah,PROPN,ribu,),O
,,),PUNCT,rupiah,",",O
,,",",PUNCT,),selanjutnya,O
,,selanjutnya,ADV,",",sekitar,O
,,sekitar,ADV,selanjutnya,pukul,O
,,pukul,NOUN,sekitar,17,O
,,17,NUM,pukul,.,O
,,.,PUNCT,17,0,O
,,0,NUM,.,Wib,O
,,Wib,PROPN,0,terdakwa,O
,,terdakwa,PROPN,Wib,sedang,O
,,sedang,ADV,terdakwa,duduk,O
,,duduk,NOUN,sedang,menonton,O
,,menonton,ADV,duduk,TV,O
,,TV,PROPN,menonton,melihat,O
,,melihat,VERB,TV,beberapa,O
,,beberapa,DET,melihat,orang,O
,,orang,NOUN,beberapa,laki,O
,,laki,NOUN,orang,-,O
,,-,PUNCT,laki,laki,O
,,laki,NOUN,-,berpakaian,O
,,berpakaian,NOUN,laki,preman,O
,,preman,NOUN,berpakaian,yaitu,O
,,yaitu,ADV,preman,saksi,O
,,saksi,NOUN,yaitu,Budi,O
,,Budi,PROPN,saksi,Setiadi,B_DEFN
,,Setiadi,PROPN,Budi,dan,I_DEFN
,,dan,CCONJ,Setiadi,saksi,O
,,saksi,NOUN,dan,Rusli,O
,,Rusli,PROPN,saksi,(,O
,,(,PUNCT,Rusli,keduanya,O
,,keduanya,ADV,(,anggota,O
,,anggota,NOUN,keduanya,Polisi,O
,,Polisi,PROPN,anggota,Polsek,O
,,Polsek,PROPN,Polisi,Kemayoran,O
,,Kemayoran,PROPN,Polsek,Jakarta,O
,,Jakarta,PROPN,Kemayoran,Pusat,O
,,Pusat,PROPN,Jakarta,),O
,,),PUNCT,Pusat,masuk,O
,,masuk,VERB,),ke,O
,,ke,ADP,masuk,dalam,O
,,dalam,ADP,ke,kamar,O
,,kamar,NOUN,dalam,terdakwa,O
,,terdakwa,PROPN,kamar,yang,O
,,yang,PRON,terdakwa,mana,O
,,mana,PRON,yang,terdakwa,O
,,terdakwa,PROPN,mana,meletakan,O
,,meletakan,VERB,terdakwa,1,O
,,1,NUM,meletakan,(,O
,,(,PUNCT,1,satu,O
,,satu,NUM,(,),O
,,),PUNCT,satu,bungkus,O
,,bungkus,ADV,),tisu,O
,,tisu,NOUN,bungkus,yang,O
,,yang,PRON,tisu,berisi,O
,,berisi,VERB,yang,2,O
,,2,NUM,berisi,(,O
,,(,PUNCT,2,dua,O
,,dua,NUM,(,),O
,,),PUNCT,dua,bungkus,O
,,bungkus,ADV,),plastik,O
,,plastik,NOUN,bungkus,bening,O
,,bening,ADJ,plastik,masing,O
,,masing,DET,bening,-,O
,,-,PUNCT,masing,masing,O
,,masing,DET,-,berisi,O
,,berisi,VERB,masing,kristal,O
,,kristal,NOUN,berisi,warna,O
,,warna,NOUN,kristal,putih,O
,,putih,ADJ,warna,tersebut,O
,,tersebut,DET,putih,dari,O
,,dari,ADP,tersebut,genggaman,O
,,genggaman,NOUN,dari,tangan,O
,,tangan,NOUN,genggaman,kanan,O
,,kanan,NOUN,tangan,terdakwa,O
,,terdakwa,PROPN,kanan,.,O
,,.,PUNCT,terdakwa,Lalu,O
,,Lalu,ADV,.,dilakukan,O
,,dilakukan,VERB,Lalu,penggeledahan,O
,,penggeledahan,NOUN,dilakukan,badan,O
,,badan,NOUN,penggeledahan,/,O
,,/,PUNCT,badan,pakaian,O
,,pakaian,NOUN,/,tidak,O
,,tidak,PART,pakaian,ditemukan,O
,,ditemukan,VERB,tidak,barang,O
,,barang,NOUN,ditemukan,bukti,O
,,bukti,NOUN,barang,yang,O
,,yang,PRON,bukti,diduga,O
,,diduga,ADV,yang,narkotika,O
,,narkotika,PROPN,diduga,jenis,O
,,jenis,NOUN,narkotika,shabu,O
,,shabu,PROPN,jenis,tersebut,O
,,tersebut,DET,shabu,dan,O
,,dan,CCONJ,tersebut,setelah,O
,,setelah,ADV,dan,dilakukan,O
,,dilakukan,VERB,setelah,penggeledahan,O
,,penggeledahan,NOUN,dilakukan,kamar,O
,,kamar,NOUN,penggeledahan,kost,O
,,kost,NOUN,kamar,terdakwa,O
,,terdakwa,PROPN,kost,di,O
,,di,ADP,terdakwa,tempat,O
,,tempat,NOUN,di,tertutup,O
,,tertutup,ADJ,tempat,ditemukan,O
,,ditemukan,VERB,tertutup,barang,O
,,barang,NOUN,ditemukan,bukti,O
,,bukti,NOUN,barang,berupa,O
,,berupa,ADV,bukti,1,O
,,1,NUM,berupa,(,O
,,(,PUNCT,1,satu,O
,,satu,NUM,(,),O
,,),PUNCT,satu,bungkus,O
,,bungkus,ADV,),tisu,O
,,tisu,NOUN,bungkus,yang,O
,,yang,PRON,tisu,berisi,O
,,berisi,VERB,yang,2,O
,,2,NUM,berisi,(,O
,,(,PUNCT,2,dua,O
,,dua,NUM,(,),O
,,),PUNCT,dua,bungkus,O
,,bungkus,ADV,),plastik,O
,,plastik,NOUN,bungkus,bening,O
,,bening,ADJ,plastik,masing,O
,,masing,DET,bening,-,O
,,-,PUNCT,masing,masing,O
,,masing,DET,-,berisi,O
,,berisi,VERB,masing,kristal,O
,,kristal,NOUN,berisi,warna,O
,,warna,NOUN,kristal,putih,O
,,putih,ADJ,warna,dibawah,O
,,dibawah,ADV,putih,kasur,O
,,kasur,NOUN,dibawah,yang,O
,,yang,PRON,kasur,diakui,O
,,diakui,VERB,yang,milik,O
,,milik,ADV,diakui,terdakwa,O
,,terdakwa,PROPN,milik,;,O
,,;,PUNCT,terdakwa,Selanjutnya,O
,sentence: 0032360,Selanjutnya,ADV,;,terdakwa,O
,,terdakwa,PROPN,Selanjutnya,berikut,O
,,berikut,ADV,terdakwa,barang,O
,,barang,NOUN,berikut,bukti,O
,,bukti,NOUN,barang,dibawa,O
,,dibawa,VERB,bukti,ke,O
,,ke,ADP,dibawa,Polsek,O
,,Polsek,PROPN,ke,Kemayoran,O
,,Kemayoran,PROPN,Polsek,Jakarta,O
,,Jakarta,PROPN,Kemayoran,Pusat,O
,,Pusat,PROPN,Jakarta,;,O
,,;,PUNCT,Pusat,3,O
,sentence: 0032361,3,NUM,;,.,O
,,.,PUNCT,3,Berdasarkan,O
,,Berdasarkan,ADV,.,Berita,O
,,Berita,PROPN,Berdasarkan,Acara,O
,,Acara,PROPN,Berita,Hasil,O
,,Hasil,NOUN,Acara,Pemeriksaan,O
,,Pemeriksaan,PROPN,Hasil,Laboratoris,O
,,Laboratoris,ADV,Pemeriksaan,Kriminalistik,O
,,Kriminalistik,PROPN,Laboratoris,Bareskrim,O
,,Bareskrim,PROPN,Kriminalistik,Polri,O
,,Polri,PROPN,Bareskrim,No,O
,,No,PROPN,Polri,.,O
,,.,PUNCT,No,LAB,O
,,LAB,PROPN,.,:,O
,,:,PUNCT,LAB,4591,O
,,4591,NUM,:,/,O
,,/,PUNCT,4591,NNF,O
,,NNF,PUNCT,/,/,O
,,/,PUNCT,NNF,2018,O
,,2018,NUM,/,tanggal,O
,,tanggal,NOUN,2018,1,O
,,1,NUM,tanggal,Oktober,O
,,Oktober,PROPN,1,2018,O
,,2018,NUM,Oktober,",",O
,,",",PUNCT,2018,yang,O
,,yang,PRON,",",menyimpulkan,O
,,menyimpulkan,VERB,yang,bahwa,O
,,bahwa,SCONJ,menyimpulkan,barang,O
,,barang,NOUN,bahwa,bukti,O
,,bukti,NOUN,barang,berupa,O
,,berupa,ADV,bukti,:,O
,,:,PUNCT,berupa,1,O
,,1,NUM,:,(,O
,,(,PUNCT,1,satu,O
,,satu,NUM,(,),O
,,),PUNCT,satu,bungkus,O
,,bungkus,ADV,),tissue,O
,,tissue,PROPN,bungkus,berisi,O
,,berisi,VERB,tissue,2,O
,,2,NUM,berisi,(,O
,,(,PUNCT,2,dua,O
,,dua,NUM,(,),O
,,),PUNCT,dua,bungkus,O
,,bungkus,ADV,),plastik,O
,,plastik,NOUN,bungkus,klip,O
,,klip,NOUN,plastik,masing,O
,,masing,DET,klip,-,O
,,-,PUNCT,masing,masing,O
,,masing,DET,-,berisikan,O
,,berisikan,VERB,masing,kristal,O
,,kristal,NOUN,berisikan,warna,O
,,warna,NOUN,kristal,putih,O
,,putih,ADJ,warna,dengan,O
,,dengan,ADV,putih,berat,O
,,berat,ADJ,dengan,netto,O
,,netto,PROPN,berat,seluruhnya,O
,,seluruhnya,ADV,netto,1,O
,,1,NUM,seluruhnya,",",O
,,",",PUNCT,1,210,O
,,210,NUM,",",gram,O
,,gram,NOUN,210,tersebut,O
,,tersebut,DET,gram,adalah,O
,,adalah,AUX,tersebut,benar,O
,,benar,ADV,adalah,mengandung,O
,,mengandung,VERB,benar,METAMFETAMINA,O
,,METAMFETAMINA,PROPN,mengandung,terdaftar,O
,,terdaftar,VERB,METAMFETAMINA,dalam,O
,,dalam,ADP,terdaftar,Golongan,O
,,Golongan,PROPN,dalam,I,O
,,I,NUM,Golongan,Nomor,O
,,Nomor,PROPN,I,urut,O
,,urut,NOUN,Nomor,37,O
,,37,NUM,urut,Lampiran,O
,,Lampiran,PROPN,37,Undang,O
,,Undang,PROPN,Lampiran,-,B_ARTV
,,-,PUNCT,Undang,Undang,I_ARTV
,,Undang,PROPN,-,RI,I_ARTV
,,RI,PROPN,Undang,.,I_ARTV
,,.,PUNCT,RI,No,I_ARTV
,,No,PROPN,.,.,I_ARTV
,,.,PUNCT,No,35,I_ARTV
,,35,NUM,.,Tahun,I_ARTV
,,Tahun,PROPN,35,2009,I_ARTV
,,2009,NUM,Tahun,tentang,I_ARTV
,,tentang,ADP,2009,Narkotika,I_ARTV
,,Narkotika,PROPN,tentang,;,I_ARTV
,,;,PUNCT,Narkotika,4,O
,sentence: 0032362,4,NUM,;,.,O
,,.,PUNCT,4,Bahwa,O
,,Bahwa,SCONJ,.,saksi,O
,,saksi,NOUN,Bahwa,-,O
,,-,PUNCT,saksi,saksi,O
,,saksi,NOUN,-,dan,O
,,dan,CCONJ,saksi,terdakwa,O
,,terdakwa,PROPN,dan,membenarkan,O
,,membenarkan,VERB,terdakwa,barang,O
,,barang,NOUN,membenarkan,bukti,O
,,bukti,NOUN,barang,yang,O
,,yang,PRON,bukti,diperlihatkan,O
,,diperlihatkan,VERB,yang,di,O
,,di,ADP,diperlihatkan,persidangan,O
,,persidangan,NOUN,di,adalah,O
,,adalah,AUX,persidangan,barang,O
,,barang,NOUN,adalah,bukti,O
,,bukti,NOUN,barang,yang,O
,,yang,PRON,bukti,disita,O
,,disita,VERB,yang,pada,O
,,pada,ADP,disita,saat,O
,,saat,ADV,pada,penangkapan,O
,,penangkapan,NOUN,saat,diri,O
,,diri,PRON,penangkapan,terdakwa,O
,,terdakwa,PROPN,diri,berupa,O
,,berupa,ADV,terdakwa,:,O
,,:,PUNCT,berupa,1,O
,sentence: 0032363,1,NUM,:,(,O
,,(,PUNCT,1,satu,O
,,satu,NUM,(,),O
,,),PUNCT,satu,bungkus,O
,,bungkus,ADV,),tissue,O
,,tissue,PROPN,bungkus,berisi,O
,,berisi,VERB,tissue,2,O
,,2,NUM,berisi,(,O
,,(,PUNCT,2,dua,O
,,dua,NUM,(,),O
,,),PUNCT,dua,bungkus,O
,,bungkus,ADV,),plastik,O
,,plastik,NOUN,bungkus,klip,O
,,klip,NOUN,plastik,masing,O
,,masing,DET,klip,-,O
,,-,PUNCT,masing,masing,O
,,masing,DET,-,berisikan,O
,,berisikan,VERB,masing,knistal,O
,,knistal,PUNCT,berisikan,warna,O
,,warna,NOUN,knistal,putih,O
,,putih,ADJ,warna,dengan,O
,,dengan,ADV,putih,berat,O
,,berat,ADJ,dengan,netto,O
,,netto,PROPN,berat,seluruhnya,O
,,seluruhnya,ADV,netto,1,O
,,1,NUM,seluruhnya,",",O
,,",",PUNCT,1,210,O
,,210,NUM,",",gram,O
,,gram,NOUN,210,dan,O
,,dan,CCONJ,gram,1,O
,,1,NUM,dan,(,O
,,(,PUNCT,1,satu,O
,,satu,NUM,(,),O
,,),PUNCT,satu,unit,O
,,unit,NOUN,),Handphone,O
,,Handphone,PROPN,unit,merek,O
,,merek,NOUN,Handphone,Advan,O
,,Advan,PROPN,merek,warna,O
,,warna,NOUN,Advan,hitam,O
,,hitam,ADJ,warna,;,O
,,;,PUNCT,hitam,5,O
,sentence: 0032364,5,NUM,;,;,O
,,;,PUNCT,5,Bahwa,O
,sentence: 0032365,Bahwa,SCONJ,;,Terdakwa,O
,,Terdakwa,PROPN,Bahwa,menyesali,O
,,menyesali,ADV,Terdakwa,perbuatannya,O
,,perbuatannya,ADV,menyesali,dan,O
,,dan,CCONJ,perbuatannya,berjanji,O
,,berjanji,ADV,dan,tidak,O
,,tidak,PART,berjanji,akan,O
,,akan,AUX,tidak,mengulanginya,O
,,mengulanginya,ADV,akan,lagi,O
,,lagi,ADV,mengulanginya,;,O
,,;,PUNCT,lagi,Menimbang,O
,sentence: 0032366,Menimbang,ADV,;,",",O
,,",",PUNCT,Menimbang,bahwa,O
,,bahwa,SCONJ,",",Terdakwa,O
,,Terdakwa,PROPN,bahwa,telah,O
,,telah,AUX,Terdakwa,didakwa,O
,,didakwa,VERB,telah,oleh,O
,,oleh,ADP,didakwa,Jaksa,O
,,Jaksa,PROPN,oleh,Penuntut,O
,,Penuntut,PROPN,Jaksa,Umum,O
,,Umum,PROPN,Penuntut,dengan,O
,,dengan,ADV,Umum,dakwaan,O
,,dakwaan,NOUN,dengan,subsidaritas,O
,,subsidaritas,PUNCT,dakwaan,",",O
,,",",PUNCT,subsidaritas,yakni,O
,,yakni,ADV,",",Primair,O
,,Primair,PROPN,yakni,:,O
,,:,PUNCT,Primair,sebagaimana,O
,,sebagaimana,ADV,:,diatur,O
,,diatur,VERB,sebagaimana,dan,O
,,dan,CCONJ,diatur,diancam,O
,,diancam,VERB,dan,pidana,O
,,pidana,NOUN,diancam,dalam,O
,,dalam,ADP,pidana,Pasal,O
,,Pasal,PROPN,dalam,114,B_ARTV
,,114,NUM,Pasal,ayat,I_ARTV
,,ayat,NOUN,114,(,I_ARTV
,,(,PUNCT,ayat,1,I_ARTV
,,1,NUM,(,),I_ARTV
,,),PUNCT,1,UU,I_ARTV
,,UU,PROPN,),RI,I_ARTV
,,RI,PROPN,UU,Nomor,I_ARTV
,,Nomor,PROPN,RI,35,I_ARTV
,,35,NUM,Nomor,Tahun,I_ARTV
,,Tahun,PROPN,35,2009,I_ARTV
,,2009,NUM,Tahun,Tentang,I_ARTV
,,Tentang,PUNCT,2009,Narkotika,I_ARTV
,,Narkotika,PROPN,Tentang,",",I_ARTV
,,",",PUNCT,Narkotika,Subsidair,O
,,Subsidair,PUNCT,",",:,O
,,:,PUNCT,Subsidair,sebagaimana,O
,,sebagaimana,ADV,:,diatur,O
,,diatur,VERB,sebagaimana,dan,O
,,dan,CCONJ,diatur,diancam,O
,,diancam,VERB,dan,pidana,O
,,pidana,NOUN,diancam,dalam,O
,,dalam,ADP,pidana,Pasal,O
,,Pasal,PROPN,dalam,112,B_ARTV
,,112,NUM,Pasal,ayat,I_ARTV
,,ayat,NOUN,112,(,I_ARTV
,,(,PUNCT,ayat,1,I_ARTV
,,1,NUM,(,),I_ARTV
,,),PUNCT,1,UU,I_ARTV
,,UU,PROPN,),RI,I_ARTV
,,RI,PROPN,UU,Nomor,I_ARTV
,,Nomor,PROPN,RI,35,I_ARTV
,,35,NUM,Nomor,Tahun,I_ARTV
,,Tahun,PROPN,35,2009,I_ARTV
,,2009,NUM,Tahun,Tentang,I_ARTV
,,Tentang,PUNCT,2009,Narkotika,I_ARTV
,,Narkotika,PROPN,Tentang,;,I_ARTV
,,;,PUNCT,Narkotika,Menimbang,O
,sentence: 0032367,Menimbang,ADV,;,",",O
,,",",PUNCT,Menimbang,bahwa,O
,,bahwa,SCONJ,",",oeh,O
,,oeh,NOUN,bahwa,karena,O
,,karena,ADV,oeh,Terdakwa,O
,,Terdakwa,PROPN,karena,didakwa,O
,,didakwa,VERB,Terdakwa,dengan,O
,,dengan,ADV,didakwa,dakwaan,O
,,dakwaan,NOUN,dengan,yang,O
,,yang,PRON,dakwaan,berbentuk,O
,,berbentuk,VERB,yang,subsidaritas,O
,,subsidaritas,PUNCT,berbentuk,",",O
,,",",PUNCT,subsidaritas,maka,O
,,maka,SCONJ,",",terlebih,O
,,terlebih,ADV,maka,dahulu,O
,,dahulu,ADV,terlebih,Majelis,O
,,Majelis,PROPN,dahulu,Hakim,O
,,Hakim,PROPN,Majelis,akan,O
,,akan,AUX,Hakim,mempertimbangkan,O
,,mempertimbangkan,VERB,akan,dakwaan,O
,,dakwaan,NOUN,mempertimbangkan,Primair,O
,,Primair,PROPN,dakwaan,danapabila,O
,,danapabila,PUNCT,Primair,dakwaan,O
,,dakwaan,NOUN,danapabila,Primair,O
,,Primair,PROPN,dakwaan,telah,O
,,telah,AUX,Primair,terbukti,O
,,terbukti,ADV,telah,",",O
,,",",PUNCT,terbukti,maka,O
,,maka,SCONJ,",",dakwaan,O
,,dakwaan,NOUN,maka,Subsidair,O
,,Subsidair,PUNCT,dakwaan,tidak,O
,,tidak,PART,Subsidair,perlu,O
,,perlu,ADV,tidak,dibuktikan,O
,,dibuktikan,VERB,perlu,lagi,O
,,lagi,ADV,dibuktikan,dan,O
,,dan,CCONJ,lagi,sebaliknya,O
,,sebaliknya,ADV,dan,apabila,O
,,apabila,SCONJ,sebaliknya,dakwaan,O
,,dakwaan,NOUN,apabila,Primair,O
,,Primair,PROPN,dakwaan,tidak,O
,,tidak,PART,Primair,terbukti,O
,,terbukti,ADV,tidak,",",O
,,",",PUNCT,terbukti,maka,O
,,maka,SCONJ,",",selanjutnya,O
,,selanjutnya,ADV,maka,akan,O
,,akan,AUX,selanjutnya,dibuktikan,O
,,dibuktikan,VERB,akan,dakwaan,O
,,dakwaan,NOUN,dibuktikan,subdidair,O
,,subdidair,PUNCT,dakwaan,;,O
,,;,PUNCT,subdidair,Menimbang,O
,sentence: 0032368,Menimbang,ADV,;,",",O
,,",",PUNCT,Menimbang,bahwa,O
,,bahwa,SCONJ,",",selanjutnya,O
,,selanjutnya,ADV,bahwa,Majelis,O
,,Majelis,PROPN,selanjutnya,Hakim,O
,,Hakim,PROPN,Majelis,akan,O
,,akan,AUX,Hakim,mempertimbangkan,O
,,mempertimbangkan,VERB,akan,dakwaan,O
,,dakwaan,NOUN,mempertimbangkan,Primair,O
,,Primair,PROPN,dakwaan,",",O
,,",",PUNCT,Primair,yakni,O
,,yakni,ADV,",",sebagaimana,O
,,sebagaimana,ADV,yakni,diatur,O
,,diatur,VERB,sebagaimana,dan,O
,,dan,CCONJ,diatur,diancam,O
,,diancam,VERB,dan,pidana,O
,,pidana,NOUN,diancam,dalam,O
,,dalam,ADP,pidana,Pasal,O
,,Pasal,PROPN,dalam,114,B_ARTV
,,114,NUM,Pasal,ayat,I_ARTV
,,ayat,NOUN,114,(,I_ARTV
,,(,PUNCT,ayat,1,I_ARTV
,,1,NUM,(,),I_ARTV
,,),PUNCT,1,UU,I_ARTV
,,UU,PROPN,),RI,I_ARTV
,,RI,PROPN,UU,Nomor,I_ARTV
,,Nomor,PROPN,RI,35,I_ARTV
,,35,NUM,Nomor,Tahun,I_ARTV
,,Tahun,PROPN,35,2009,I_ARTV
,,2009,NUM,Tahun,Tentang,I_ARTV
,,Tentang,PUNCT,2009,Narkotika,I_ARTV
,,Narkotika,PROPN,Tentang,",",I_ARTV
,,",",PUNCT,Narkotika,yang,O
,,yang,PRON,",",mempunyai,O
,,mempunyai,VERB,yang,unsur,O
,,unsur,NOUN,mempunyai,-,O
,,-,PUNCT,unsur,unsur,O
,,unsur,NOUN,-,:,O
,,:,PUNCT,unsur,1,O
,sentence: 0032369,1,NUM,:,.,O
,,.,PUNCT,1,Setiap,O
,,Setiap,DET,.,orang,O
,,orang,NOUN,Setiap,;,O
,,;,PUNCT,orang,2,O
,sentence: 0032370,2,NUM,;,.,O
,,.,PUNCT,2,Tanpa,O
,,Tanpa,PART,.,hak,O
,,hak,NOUN,Tanpa,atau,O
,,atau,CCONJ,hak,melawan,O
,,melawan,ADV,atau,hukum,O
,,hukum,NOUN,melawan,menawarkan,O
,,menawarkan,VERB,hukum,untuk,O
,,untuk,SCONJ,menawarkan,dijual,O
,,dijual,VERB,untuk,",",O
,,",",PUNCT,dijual,menjual,O
,,menjual,VERB,",",",",O
,,",",PUNCT,menjual,membeli,O
,,membeli,VERB,",",",",O
,,",",PUNCT,membeli,menerima,O
,,menerima,VERB,",",",",O
